('Namespace(act_dropout=0.1, adaptdl=False, adascale=True, attn_dropout=0.0, '
 "batch_size=800, beam_size=4, betas=[0.9, 0.98], data_dir='data/iwslt-2014', "
 'dec_embed_dim=512, dec_ffn_dim=1024, dec_layernorm_before=False, '
 'dec_num_heads=4, dec_num_layers=6, dec_tied_weight=True, '
 "decay_method='inverse_sqrt', decode_method='beam', dropout=0.3, "
 'embed_dropout=0.3, enc_embed_dim=512, enc_ffn_dim=1024, '
 'enc_layernorm_before=False, enc_num_heads=4, enc_num_layers=6, '
 'eval_batch_size=20, fp16=False, gpu=0, gradient_accumulation=2, '
 "init_checkpoint=None, label_smoothing=0.1, lang_src='en', lang_tgt='de', "
 'learning_rate=0.0005, length_normalize=True, lowercase=False, '
 'max_decode_length_base=10, max_decode_length_multiplier=2, max_epochs=60, '
 "max_tokens=4096, min_lr=1e-09, mode='train', optim='adamw', "
 "output_path=None, save_epochs=1, save_path='models/en-de', scale=2, "
 'warmup_steps=10000, weight_decay=0.0001)')
[*] AdaScale is enabled!
======================================================================
Epoch 1 ::: Train

[Iter 0.00/448.0] gain: 1.000, loss: 9.552, nll loss: 9.549, ppl: 748.929, time: 0.2s
[Iter 0.00/448.0] gain: 1.000, loss: 9.559, nll loss: 9.557, ppl: 753.096, time: 0.4s
[Iter 0.00/448.0] gain: 1.000, loss: 9.543, nll loss: 9.538, ppl: 743.648, time: 0.6s
[Iter 1.04/448.0] gain: 1.036, loss: 9.549, nll loss: 9.545, ppl: 746.991, time: 0.8s
[Iter 1.04/448.0] gain: 1.036, loss: 9.542, nll loss: 9.538, ppl: 743.287, time: 1.0s
[Iter 1.04/448.0] gain: 1.036, loss: 9.549, nll loss: 9.545, ppl: 747.029, time: 1.1s
[Iter 1.04/448.0] gain: 1.036, loss: 9.547, nll loss: 9.543, ppl: 745.994, time: 1.3s
[Iter 2.08/448.0] gain: 1.039, loss: 9.540, nll loss: 9.536, ppl: 742.167, time: 1.5s
[Iter 2.08/448.0] gain: 1.039, loss: 9.545, nll loss: 9.541, ppl: 744.830, time: 1.7s
[Iter 2.08/448.0] gain: 1.039, loss: 9.546, nll loss: 9.542, ppl: 745.426, time: 1.8s
[Iter 2.08/448.0] gain: 1.039, loss: 9.547, nll loss: 9.543, ppl: 746.066, time: 2.0s
[Iter 3.14/448.0] gain: 1.068, loss: 9.547, nll loss: 9.544, ppl: 746.327, time: 2.2s
[Iter 3.14/448.0] gain: 1.068, loss: 9.547, nll loss: 9.543, ppl: 746.029, time: 2.4s
[Iter 3.14/448.0] gain: 1.068, loss: 9.549, nll loss: 9.546, ppl: 747.318, time: 2.6s
[Iter 3.14/448.0] gain: 1.068, loss: 9.548, nll loss: 9.544, ppl: 746.431, time: 2.7s
[Iter 4.20/448.0] gain: 1.058, loss: 9.549, nll loss: 9.546, ppl: 747.553, time: 2.9s
[Iter 4.20/448.0] gain: 1.058, loss: 9.550, nll loss: 9.547, ppl: 748.099, time: 3.0s
[Iter 4.20/448.0] gain: 1.058, loss: 9.550, nll loss: 9.546, ppl: 747.628, time: 3.2s
[Iter 4.20/448.0] gain: 1.058, loss: 9.549, nll loss: 9.546, ppl: 747.325, time: 3.4s
[Iter 5.26/448.0] gain: 1.061, loss: 9.547, nll loss: 9.543, ppl: 746.119, time: 3.6s
[Iter 5.26/448.0] gain: 1.061, loss: 9.549, nll loss: 9.545, ppl: 747.061, time: 3.8s
[Iter 5.26/448.0] gain: 1.061, loss: 9.549, nll loss: 9.546, ppl: 747.478, time: 4.0s
[Iter 5.26/448.0] gain: 1.061, loss: 9.549, nll loss: 9.546, ppl: 747.432, time: 4.1s
[Iter 7.25/448.0] gain: 1.991, loss: 9.548, nll loss: 9.544, ppl: 746.649, time: 4.4s
[Iter 7.25/448.0] gain: 1.991, loss: 9.545, nll loss: 9.541, ppl: 745.075, time: 4.5s
[Iter 7.25/448.0] gain: 1.991, loss: 9.546, nll loss: 9.542, ppl: 745.541, time: 4.7s
[Iter 7.25/448.0] gain: 1.991, loss: 9.545, nll loss: 9.542, ppl: 745.258, time: 4.9s
[Iter 9.25/448.0] gain: 1.993, loss: 9.545, nll loss: 9.541, ppl: 744.991, time: 5.1s
[Iter 9.25/448.0] gain: 1.993, loss: 9.544, nll loss: 9.540, ppl: 744.539, time: 5.3s
[Iter 9.25/448.0] gain: 1.993, loss: 9.544, nll loss: 9.540, ppl: 744.492, time: 5.4s
[Iter 9.25/448.0] gain: 1.993, loss: 9.543, nll loss: 9.539, ppl: 743.987, time: 5.6s
[Iter 11.24/448.0] gain: 1.992, loss: 9.544, nll loss: 9.540, ppl: 744.225, time: 5.8s
[Iter 11.24/448.0] gain: 1.992, loss: 9.544, nll loss: 9.540, ppl: 744.419, time: 6.0s
[Iter 11.24/448.0] gain: 1.992, loss: 9.544, nll loss: 9.540, ppl: 744.247, time: 6.2s
[Iter 11.24/448.0] gain: 1.992, loss: 9.544, nll loss: 9.540, ppl: 744.178, time: 6.3s
[Iter 13.23/448.0] gain: 1.990, loss: 9.543, nll loss: 9.539, ppl: 743.970, time: 6.5s
[Iter 13.23/448.0] gain: 1.990, loss: 9.543, nll loss: 9.538, ppl: 743.583, time: 6.7s
[Iter 13.23/448.0] gain: 1.990, loss: 9.542, nll loss: 9.538, ppl: 743.198, time: 6.9s
[Iter 13.23/448.0] gain: 1.990, loss: 9.542, nll loss: 9.537, ppl: 743.106, time: 7.0s
[Iter 15.22/448.0] gain: 1.991, loss: 9.541, nll loss: 9.537, ppl: 742.895, time: 7.2s
[Iter 15.22/448.0] gain: 1.991, loss: 9.539, nll loss: 9.534, ppl: 741.578, time: 7.4s
[Iter 15.22/448.0] gain: 1.991, loss: 9.539, nll loss: 9.535, ppl: 741.627, time: 7.6s
[Iter 15.22/448.0] gain: 1.991, loss: 9.538, nll loss: 9.534, ppl: 741.110, time: 7.8s
[Iter 17.22/448.0] gain: 1.999, loss: 9.538, nll loss: 9.533, ppl: 740.707, time: 8.0s
[Iter 17.22/448.0] gain: 1.999, loss: 9.536, nll loss: 9.531, ppl: 739.949, time: 8.1s
[Iter 17.22/448.0] gain: 1.999, loss: 9.535, nll loss: 9.530, ppl: 739.386, time: 8.3s
[Iter 17.22/448.0] gain: 1.999, loss: 9.534, nll loss: 9.529, ppl: 738.907, time: 8.5s
[Iter 19.21/448.0] gain: 1.993, loss: 9.534, nll loss: 9.529, ppl: 738.821, time: 8.7s
[Iter 19.21/448.0] gain: 1.993, loss: 9.535, nll loss: 9.530, ppl: 739.126, time: 8.9s
[Iter 19.21/448.0] gain: 1.993, loss: 9.534, nll loss: 9.529, ppl: 738.812, time: 9.0s
[Iter 19.21/448.0] gain: 1.993, loss: 9.533, nll loss: 9.528, ppl: 738.125, time: 9.2s
[Iter 21.21/448.0] gain: 1.997, loss: 9.532, nll loss: 9.527, ppl: 737.533, time: 9.4s
[Iter 21.21/448.0] gain: 1.997, loss: 9.531, nll loss: 9.526, ppl: 737.115, time: 9.6s
[Iter 21.21/448.0] gain: 1.997, loss: 9.531, nll loss: 9.525, ppl: 736.812, time: 9.7s
[Iter 21.21/448.0] gain: 1.997, loss: 9.530, nll loss: 9.524, ppl: 736.220, time: 9.9s
[Iter 23.21/448.0] gain: 1.997, loss: 9.527, nll loss: 9.521, ppl: 734.848, time: 10.1s
[Iter 23.21/448.0] gain: 1.997, loss: 9.527, nll loss: 9.521, ppl: 734.616, time: 10.3s
[Iter 23.21/448.0] gain: 1.997, loss: 9.526, nll loss: 9.520, ppl: 733.967, time: 10.4s
[Iter 23.21/448.0] gain: 1.997, loss: 9.525, nll loss: 9.519, ppl: 733.740, time: 10.6s
[Iter 25.19/448.0] gain: 1.978, loss: 9.524, nll loss: 9.517, ppl: 732.832, time: 10.8s
[Iter 25.19/448.0] gain: 1.978, loss: 9.522, nll loss: 9.515, ppl: 731.648, time: 11.0s
